,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,ACE.1,DBF.1,WNR.1,UFE.1,BPC.1,BPW.1,NPA.1,NPW.1,FSP.2,FSW.2,SSP.2,SSW.2,ACE.2,DBF.2,WNR.2,UFE.2,BPC.2,BPW.2,NPA.2,NPW.2,slam_code,Sex
59,1,0,50,48,50,29,11.0,6.0,35.0,29.0,5.0,12.0,10.0,16.0,56,60,44,31,5.0,3.0,36.0,30.5,8.0,12.0,27.0,29.0,4,2
62,1,0,58,33,42,15,1.0,5.0,14.0,39.0,1.0,4.0,11.0,16.0,68,39,32,13,5.0,2.0,31.0,36.0,5.0,17.0,22.0,28.0,1,1
47,1,1,69,33,31,11,12.0,2.0,32.0,13.0,7.0,13.0,4.0,5.0,61,28,39,6,6.0,3.0,23.0,33.0,0.0,0.0,11.0,16.0,1,2
121,5,0,57,31,43,8,2.0,5.0,17.0,18.0,3.0,4.0,6.0,12.0,78,32,22,4,0.0,2.0,25.0,18.0,5.0,11.0,13.0,14.0,2,1
33,1,0,58,30,42,16,0.0,5.0,20.0,26.0,5.0,4.0,20.0,17.0,56,29,44,15,4.0,5.0,32.0,20.0,13.0,6.0,19.0,18.0,3,1
88,2,0,70,12,30,3,1.0,2.0,13.0,28.0,2.0,8.0,4.0,7.0,62,24,38,11,1.0,1.0,13.0,18.0,6.0,7.0,5.0,5.0,2,1
92,3,0,65,11,35,8,0.0,2.0,14.0,18.0,8.0,4.0,28.0,15.0,63,27,37,8,8.0,2.0,29.0,14.0,13.0,7.0,24.0,14.0,3,1
30,1,1,58,33,42,10,1.0,3.0,25.0,28.0,13.0,6.0,20.0,14.0,64,25,36,14,1.0,5.0,30.0,27.0,10.0,5.0,15.0,8.0,3,1
107,3,0,63,99,37,52,15.0,9.0,85.0,43.0,3.0,23.0,14.0,23.0,78,132,22,24,27.0,0.0,92.0,58.0,2.0,13.0,52.0,80.0,2,2
34,1,1,77,32,23,7,0.0,0.0,24.0,17.0,6.0,9.0,3.0,3.0,78,22,22,5,2.0,1.0,15.0,23.0,3.0,3.0,3.0,9.0,2,1
82,2,0,50,15,50,8,2.0,5.0,15.0,27.0,1.0,10.0,3.0,4.0,70,27,30,10,1.0,1.0,27.0,15.0,5.0,5.0,2.0,2.0,1,1
68,1,1,57,27,43,7,6.0,8.0,33.0,30.0,14.0,7.0,19.0,10.0,60,20,40,8,4.0,5.0,10.0,21.0,9.0,3.0,5.0,4.0,4,1
36,1,0,61,41,39,25,5.0,1.0,22.0,17.0,1.0,6.0,10.0,18.0,63,49,37,26,17.0,3.0,65.0,46.0,3.0,7.0,19.0,22.0,2,2
8,1,0,64,26,36,12,3.0,3.0,20.0,39.0,3.0,7.0,5.0,14.0,67,42,33,14,12.0,4.0,32.0,20.0,7.0,10.0,8.0,11.0,1,2
70,2,0,68,64,32,19,8.0,3.0,30.0,43.0,3.0,11.0,26.0,35.0,60,59,40,31,13.0,3.0,46.0,47.0,4.0,5.0,25.0,39.0,1,2
